Rettighetsnummer;Rettighetsnavn;Rettighetstype;Rettighetshaver;Organisasjonsnummer;Status;Mottatt;Godkjent;Mineral;Kommunenummer;Kommunenavn;Fylkesnummer;Fylkesnavn;Areal_m2;Årsavgift_nok;Årsavgift_arealgrunnlag;Årsavgift_kalenderår;Årsavgift_sats;Geometri
0496/2025;Tverrlandet 8;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-05;2025-02-25;Bly,Molybden,REE,Thorium,Uran,Wolfram,Zirkonium;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9000000;9000;900;2;10;POLYGON ((16.6382248260862 68.1551949637293,16.7104390896301 68.1544652235709,16.7084401000094 68.1275696860517,16.6363101393703 68.1282984387259,16.6382248260862 68.1551949637293))
0485/2025;Susna 22;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-10;2025-02-21;Bly,Gull,Kobber,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((13.9885194674214 65.5100821902405,14.0966009162267 65.510764365076,14.0972208530811 65.4928222143899,13.989213543541 65.4921406032728,13.9885194674214 65.5100821902405))
0486/2025;Klasberget 1;UNDERSOEKELSESRETT;Nordic Minerals AS;836743032;Godkjent;2025-02-10;2025-02-21;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5025;Rosse - Røros;50;Trøndelag - Trööndelage;10003358,5;10000;1000;2;10;POLYGON ((11.5419220355243 62.671450845715,11.5906804751256 62.6705582601055,11.5875490156723 62.6346919960662,11.5388493563976 62.6355832194822,11.5419220355243 62.671450845715))
0490/2025;Åmotsdal 4;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-02-10;2025-02-25;Arsen,Bly,Gull,Jern,Kobber,Kobolt,Molybden,Sink,Sølv;4022;Seljord;40;Telemark;4500000;4500;450;2;10;POLYGON ((8.31534089551854 59.6420750305806,8.34194473660089 59.642211215823,8.34247157952521 59.615273673596,8.3158890336632 59.6151376343021,8.31534089551854 59.6420750305806))
0498/2025;Hattfjellet 13;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((14.3219286153855 65.6467059844594,14.4305867294139 65.6471508850835,14.4309799607039 65.6292077154889,14.3223968720397 65.6287631840781,14.3219286153855 65.6467059844594))
0499/2025;Hattfjellet 14;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((14.3214596446209 65.6646487404742,14.4301928984078 65.6650940108224,14.4305867294139 65.6471508850835,14.3219286153855 65.6467059844594,14.3214596446209 65.6646487404742))
0500/2025;Hattfjellet 15;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((14.2127308638463 65.6641259099429,14.3214596446209 65.6646487404742,14.3219286153855 65.6467059844594,14.2132749645298 65.646183588037,14.2127308638463 65.6641259099429))
0501/2025;Hattfjellet 16;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;8000000;8000;800;2;10;POLYGON ((14.4309799607039 65.6292077154889,14.5178491586631 65.6295075863298,14.518181856588 65.6115641241323,14.431372593596 65.6112645020178,14.4309799607039 65.6292077154889))
0502/2025;Hattfjellet 17;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;8670000;8670;867;2;10;POLYGON ((14.4305867294139 65.6471508850835,14.5247963735284 65.6474738889794,14.5251245511027 65.629530451323,14.4309799607039 65.6292077154889,14.4305867294139 65.6471508850835))
0503/2025;Hattfjellet 18;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9000000;9000;900;2;10;POLYGON ((14.4301928984078 65.6650940108224,14.5280560590268 65.665428435745,14.5283822571399 65.6474850323126,14.4305867294139 65.6471508850835,14.4301928984078 65.6650940108224))
0504/2025;Hattfjellet 19;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9000000;9000;900;2;10;POLYGON ((14.4297984663632 65.6830370927266,14.5277293630781 65.683371795727,14.5280560590268 65.665428435745,14.4301928984078 65.6650940108224,14.4297984663632 65.6830370927266))
0505/2025;Hattfjellet 20;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((14.3209899581715 65.6825914521424,14.4297984663632 65.6830370927266,14.4301928984078 65.6650940108224,14.3214596446209 65.6646487404742,14.3209899581715 65.6825914521424))
0506/2025;Hattfjellet 21;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((14.2121859328606 65.6820681869012,14.3209899581715 65.6825914521424,14.3214596446209 65.6646487404742,14.2127308638463 65.6641259099429,14.2121859328606 65.6820681869012))
0507/2025;Hattfjellet 22;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;6500000;6500;650;2;10;POLYGON ((14.211831281603 65.6937306428297,14.3206842774457 65.6942541909551,14.3209899581715 65.6825914521424,14.2121859328606 65.6820681869012,14.211831281603 65.6937306428297))
0508/2025;Hattfjellet 23;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;6500000;6500;650;2;10;POLYGON ((14.3206842774457 65.6942541909551,14.4295417625994 65.6947000724677,14.4297984663632 65.6830370927266,14.3209899581715 65.6825914521424,14.3206842774457 65.6942541909551))
0509/2025;Hattfjellet 24;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((14.1577858256482 65.681777446962,14.2121859328606 65.6820681869012,14.2132749645298 65.646183588037,14.1589500361684 65.6458933308212,14.1577858256482 65.681777446962))
0510/2025;Hattfjellet 25;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-02-11;2025-02-26;Bly,Gull,Kobber,Kobolt,Platina,Sink,Sølv;1826;Aarborte - Hattfjelldal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((14.1589500361684 65.6458933308212,14.2132749645298 65.646183588037,14.2143606822906 65.6102988093086,14.1601107040985 65.6100090334837,14.1589500361684 65.6458933308212))
0511/2025;Sæteråsen 2;UNDERSOEKELSESRETT;Mineral Holding AS;996720535;Godkjent;2025-02-16;2025-02-27;Niob,REE,Tantal,Thorium,Zirkonium;3909,3907;Larvik,Sandefjord;39;Vestfold;9016879,19;9020;902;2;10;POLYGON ((10.005957540991 59.3295252945168,10.0586705012153 59.3291078217811,10.0578334548907 59.3021718005596,10.0051621550315 59.3025888286339,10.005957540991 59.3295252945168))
0512/2025;Sæteråsen 3;UNDERSOEKELSESRETT;Mineral Holding AS;996720535;Godkjent;2025-02-16;2025-02-27;Niob,REE,Tantal,Thorium,Zirkonium;3907;Sandefjord;39;Vestfold;9016584,9;9020;902;2;10;POLYGON ((10.037044989213 59.3576791906626,10.0898010563512 59.357249015345,10.0889384358143 59.3303133855967,10.0362241085008 59.3307431024811,10.037044989213 59.3576791906626))
0513/2025;Tiltvika 1;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2025-02-17;2025-03-05;Gull,Kobber,REE,Thorium,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((15.9436212083336 68.209312707939,16.0401612050243 68.2087360328212,16.039145086379 68.186316950454,15.9426993624316 68.1868929736737,15.9436212083336 68.209312707939))
0515/2025;Holtebu 1;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2025-02-23;2025-03-11;Tinn,Wolfram;4216,4214,4202;Birkenes,Froland,Grimstad;42;Agder;10035706,48;10000;1000;2;10;POLYGON ((8.40746165871312 58.4996302663599,8.45035334223475 58.4998210858328,8.45091401364348 58.4638972471227,8.40806607611766 58.4637066944944,8.40746165871312 58.4996302663599))
0516/2025;Holtebu 2;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2025-02-23;2025-03-11;Tinn,Wolfram;4216,4214;Birkenes,Froland;42;Agder;10036250,75;10000;1000;2;10;POLYGON ((8.3388361755272 58.4992951481994,8.40746165871312 58.4996302663599,8.40783959136927 58.4771780581423,8.33925787151072 58.4768432329857,8.3388361755272 58.4992951481994))
0517/2025;Holtebu 3;UNDERSOEKELSESRETT;METAMORPHIC AS;923484930;Godkjent;2025-02-23;2025-03-11;Tinn,Wolfram;4216,4214;Birkenes,Froland;42;Agder;10036025,35;10000;1000;2;10;POLYGON ((8.34356398311586 58.5217734118825,8.4122316137769 58.5221060614066,8.41260863126551 58.4996539213479,8.34398303204225 58.4993215545614,8.34356398311586 58.5217734118825))
0518/2025;Nussir Nord 1;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2025-03-07;2025-03-13;Bly,Gull,Kobber,Molybden,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;10024972,81;10000;1000;2;10;POLYGON ((24.003433722438 70.4697044057741,24.1372747965856 70.4718640192642,24.1397958459569 70.4539528921164,24.0060722185331 70.4517954137183,24.003433722438 70.4697044057741))
0519/2025;Nussir Nord 2;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2025-03-07;2025-03-13;Bly,Gull,Kobber,Molybden,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;10026039,65;10000;1000;2;10;POLYGON ((24.1367700201619 70.4754462356866,24.2706641553449 70.4775076908658,24.2730685772016 70.4595945399427,24.1392920134371 70.4575351235485,24.1367700201619 70.4754462356866))
0006/2025;Stensundtjern 2;UTVINNINGSRETT;Rana Gruber ASA;953049724;Godkjent;2025-03-17;2025-04-02;Jern;1833;Rana;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;263772,54;2700;27;;100;POLYGON ((14.4216744716409 66.4203274547896,14.4485401020282 66.420118654987,14.4484434490484 66.418146247704,14.4215799683032 66.4183550254228,14.4216744716409 66.4203274547896))
0007/2025;Stensundtjern 3;UTVINNINGSRETT;Rana Gruber ASA;953049724;Godkjent;2025-03-17;2025-04-02;Jern;1833;Rana;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;159861,53;1600;16;;100;POLYGON ((14.4484961766276 66.4192221041744,14.4596896284517 66.419133747095,14.4595477821881 66.4162647992831,14.4483556158744 66.4163531457747,14.4484961766276 66.4192221041744))
0545/2025;Skåråfjell 1;UNDERSOEKELSESRETT;Fritzøe Skoger AS;928838188;Godkjent;2025-04-13;2025-04-23;Jern,Niob,REE,Titan,Zirkonium;4003;Skien;40;Telemark;10023625,98;10000;1000;2;10;POLYGON ((9.47784233627983 59.3798750884596,9.54823917997949 59.3795983002142,9.54787715883354 59.3571489952981,9.47752679596166 59.3574255375652,9.47784233627983 59.3798750884596))
0546/2025;Bjordammen 1;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-15;2025-04-24;Niob,Thorium,Uran;4012,4014;Bamble,Kragerø;40;Telemark;6014936,01;6020;602;2;10;POLYGON ((9.41803549498981 58.9526073006367,9.47017937712211 58.9524283874841,9.4699351228455 58.9344675428676,9.41781832698531 58.9346463298238,9.41803549498981 58.9526073006367))
0600/2025;Sulitjelma Nord 29;UNDERSOEKELSESRETT;SULIS GREEN FUTURE MINERALS AS;924325739;Godkjent;2025-04-16;2025-05-07;Gull,Kobber,Kobolt,Nikkel,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((16.1996232980668 67.2343030845283,16.3153810681576 67.2333954797162,16.3144015373099 67.2154598255668,16.198729916323 67.2163666374529,16.1996232980668 67.2343030845283))
0601/2025;Sulitjelma Nord 30;UNDERSOEKELSESRETT;SULIS GREEN FUTURE MINERALS AS;924325739;Godkjent;2025-04-16;2025-05-07;Gull,Kobber,Kobolt,Nikkel,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((16.0838564651242 67.2351271544102,16.1996232980668 67.2343030845283,16.198729916323 67.2163666374529,16.083049253801 67.217189987337,16.0838564651242 67.2351271544102))
0602/2025;Sulitjelma Nord 31;UNDERSOEKELSESRETT;SULIS GREEN FUTURE MINERALS AS;924325739;Godkjent;2025-04-16;2025-05-07;Gull,Kobber,Kobolt,Nikkel,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((16.2005181298733 67.252239485276,16.3163621887685 67.2513310863552,16.3153810681576 67.2333954797162,16.1996232980668 67.2343030845283,16.2005181298733 67.252239485276))
0603/2025;Sulitjelma Nord 32;UNDERSOEKELSESRETT;SULIS GREEN FUTURE MINERALS AS;924325739;Godkjent;2025-04-16;2025-05-07;Gull,Kobber,Kobolt,Nikkel,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;6640000;6640;664;2;10;POLYGON ((16.3144015373099 67.2154598255668,16.3912020713235 67.2148115999818,16.3901670287806 67.1968764642489,16.3134235924865 67.1975241238986,16.3144015373099 67.2154598255668))
0604/2025;Sulitjelma Nord 33;UNDERSOEKELSESRETT;SULIS GREEN FUTURE MINERALS AS;924325739;Godkjent;2025-04-16;2025-05-07;Gull,Kobber,Kobolt,Nikkel,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;7697250;7700;770;2;10;POLYGON ((16.3642781798791 67.1970990604322,16.4002219317191 67.1967888816229,16.3976489323214 67.1523994015905,16.3617711790196 67.1527089113226,16.3642781798791 67.1970990604322))
0605/2025;Sulitjelma Nord 34;UNDERSOEKELSESRETT;SULIS GREEN FUTURE MINERALS AS;924325739;Godkjent;2025-04-16;2025-05-07;Gull,Kobber,Kobolt,Nikkel,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((16.2477685352117 67.1801055671613,16.3632640414867 67.1791636821152,16.3622515426897 67.1612282557117,16.2468417584474 67.1621693194259,16.2477685352117 67.1801055671613))
0606/2025;Sulitjelma Nord 35;UNDERSOEKELSESRETT;SULIS GREEN FUTURE MINERALS AS;924325739;Godkjent;2025-04-16;2025-05-07;Gull,Kobber,Kobolt,Sink,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((15.6202536236118 67.2196485626382,15.735961733784 67.2191591600712,15.7354140296465 67.2012202281041,15.6197920149779 67.2017092032452,15.6202536236118 67.2196485626382))
0568/2025;Bonsvatn 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-16;2025-04-30;Arsen,Bly,Gull,Kobber,Kobolt,Sink,Sølv;4024;Hjartdal;40;Telemark;6774000;6780;678;2;10;POLYGON ((8.66375195294272 59.7967598233273,8.72410463298336 59.7969002358208,8.72425285193328 59.7789413370472,8.66393259373915 59.7788010252118,8.66375195294272 59.7967598233273))
0569/2025;Bonsvatn 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-16;2025-04-30;Arsen,Bly,Gull,Kobber,Kobolt,Sink,Sølv;4024;Hjartdal;40;Telemark;3360000;3360;336;2;10;POLYGON ((8.69064654084394 59.778866578296,8.733389096373 59.7789601762925,8.73348930498591 59.7663889081649,8.69076281413107 59.766295357128,8.69064654084394 59.778866578296))
0570/2025;Skolteberg 5;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-16;2025-04-30;Bly,Gull,Kobber,Molybden,Sink,Sølv;4028;Kviteseid;40;Telemark;9029843,94;9030;903;2;10;POLYGON ((8.47013654576532 59.4370580909143,8.52302368112579 59.4372619082255,8.52340244791773 59.410322672927,8.47055730567539 59.4101190731833,8.47013654576532 59.4370580909143))
0593/2025;Finesgruva 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-17;2025-05-05;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5053,5054;Inderøy,Indre Fosen;50;Trøndelag - Trööndelage;3619025;3620;362;2;10;POLYGON ((10.6198835370395 63.8057891705887,10.6605760467478 63.8053270297681,10.6596237215472 63.7891352630097,10.6189545234535 63.7895970756795,10.6198835370395 63.8057891705887))
0595/2025;Finesgruva 3;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-17;2025-05-05;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5054;Indre Fosen;50;Trøndelag - Trööndelage;2240000;2240;224;2;10;POLYGON ((10.5869051246439 63.7971789131417,10.6193687004686 63.7968184863273,10.6186485452292 63.7842595056592,10.5861993914866 63.7846197339872,10.5869051246439 63.7971789131417))
0597/2025;Båtvika 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-17;2025-05-05;Bly,Gull,Kobber,Molybden,Sink,Sølv;4617;Kvinnherad;46;Vestland;1005418,8;1010;101;2;10;POLYGON ((5.99499806770402 60.1626517001187,6.01299037332856 60.1630587927235,6.01380452505037 60.1540919480769,5.99581710554534 60.1536850023108,5.99499806770402 60.1626517001187))
0608/2025;Svartegruva 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-17;2025-05-07;Jern,Nikkel,Titan,Vanadium,Zirkonium;4211,4201;Gjerstad,Risør;42;Agder;5400000;5400;540;2;10;POLYGON ((9.08306883850455 58.8010307695879,9.1349867281805 58.8009869152725,9.13492398689102 58.7848212763471,9.08303022835311 58.7848651028984,9.08306883850455 58.8010307695879))
0611/2025;Fagerdal 1;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-19;2025-05-07;Bly,Kobber,Sink;1833;Rana;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;4000000;4000;400;2;10;POLYGON ((14.4452560248182 66.3420329058392,14.4899191360527 66.3421856185967,14.4902830641986 66.3242439080428,14.4456518150013 66.3240913248255,14.4452560248182 66.3420329058392))
0556/2025;Grova 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-21;2025-04-25;Jern,REE,Tinn,Titan,Vanadium,Wolfram;4016;Drangedal;40;Telemark;8024805,95;8030;803;2;10;POLYGON ((8.73223306870237 59.2100564813686,8.80228271062799 59.2101818310404,8.80238647584005 59.1922212075798,8.73237359616284 59.1920959467523,8.73223306870237 59.2100564813686))
0557/2025;Grova 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-21;2025-04-25;Jern,REE,Tinn,Titan,Vanadium,Wolfram;4016;Drangedal;40;Telemark;3814500;3820;382;2;10;POLYGON ((8.77566049733104 59.2640207252499,8.8019706434351 59.2640634010053,8.80210304944653 59.2412266506061,8.77581049444412 59.2411840133442,8.77566049733104 59.2640207252499))
0553/2025;Leland 1;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-21;2025-04-25;Bly,Kobber,Sink,Sølv;1822;Leirfjord;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;3750000;3750;375;2;10;POLYGON ((12.9236667083325 66.0809594668201,12.9899348161097 66.0818366433923,12.9908202807242 66.07062915378,12.9245813147848 66.0697524382425,12.9236667083325 66.0809594668201))
0629/2025;Fløttum 1;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-21;2025-05-14;Bly,Gull,Kobber,Kobolt,Sink,Sølv,Tinn;5027;Midtre Gauldal;50;Trøndelag - Trööndelage;9008879,11;9010;901;2;10;POLYGON ((10.6714077933397 62.9115753866914,10.7304295440844 62.9108638298773,10.7288437408366 62.883949852036,10.6698760165222 62.8846605887924,10.6714077933397 62.9115753866914))
0630/2025;Kvæfjord 1;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-22;2025-05-14;Kobber,Uran,Vanadium;5510;Kvæfjord;55;Troms - Romsa - Tromssa;5000000;5000;500;2;10;POLYGON ((16.165019816418 68.7951369171099,16.2269387615068 68.7947006228144,16.2259505591116 68.7767677819821,16.1640814566568 68.7772036728931,16.165019816418 68.7951369171099))
0631/2025;Kvæfjord 2;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-22;2025-05-14;Kobber,Uran,Vanadium;5510;Kvæfjord;55;Troms - Romsa - Tromssa;4500000;4500;450;2;10;POLYGON ((16.2269387615068 68.7947006228144,16.2640888513563 68.7944280064352,16.262562355197 68.7675291062749,16.2254570994826 68.7678013447391,16.2269387615068 68.7947006228144))
0633/2025;Kvæfjord 4;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-22;2025-05-14;Kobber,Uran,Vanadium;5510;Kvæfjord;55;Troms - Romsa - Tromssa;7000000;7000;700;2;10;POLYGON ((16.1658422165822 68.810828469531,16.2649811417709 68.8101189844883,16.2640888513563 68.7944280064352,16.165019816418 68.7951369171099,16.1658422165822 68.810828469531))
0634/2025;Kvæfjord 5;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-22;2025-05-14;Kobber,Uran,Vanadium;5510;Kvæfjord;55;Troms - Romsa - Tromssa;4500000;4500;450;2;10;POLYGON ((16.1665481251998 68.8242783446698,16.2409479552537 68.8237512891942,16.2401970526564 68.8103017800105,16.1658422165822 68.810828469531,16.1665481251998 68.8242783446698))
0636/2025;Kvæfjord 7;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2025-04-22;2025-05-14;Kobber,Uran,Vanadium;5510;Kvæfjord;55;Troms - Romsa - Tromssa;1250000;1250;125;2;10;POLYGON ((16.1950163334774 68.7769885477718,16.2259505591116 68.7767677819821,16.2254570994826 68.7678013447391,16.1945353179288 68.768022008502,16.1950163334774 68.7769885477718))
0565/2025;Ørtvann Sør 3;UNDERSOEKELSESRETT;Rana Gruber ASA;953049724;Godkjent;2025-04-24;2025-04-29;Jern;1833;Rana;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;158360;160;16;2;10;POLYGON ((14.5130727437669 66.4081635129489,14.5296418145698 66.4082143355476,14.5296778604102 66.4062945795767,14.5131100592559 66.4062437616037,14.5130727437669 66.4081635129489))
0566/2025;Ørtvann Sør 4;UNDERSOEKELSESRETT;Rana Gruber ASA;953049724;Godkjent;2025-04-24;2025-04-29;Jern;1833;Rana;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;384084;390;39;2;10;POLYGON ((14.5295223484126 66.4145746450791,14.5498583081075 66.4146346201671,14.5499265105062 66.410839954261,14.5295936317061 66.4107799899643,14.5295223484126 66.4145746450791))
0638/2025;Kobbervollane 1;UNDERSOEKELSESRETT;FLUORSID NORALF AS;917475091;Godkjent;2025-04-25;2025-05-15;Gull,Kobber,REE,Sink,Sølv;3303;Kongsberg;33;Buskerud;5011443,54;5020;502;2;10;POLYGON ((9.50955979949286 59.628414525963,9.59820452601618 59.6280400577737,9.59804487389414 59.6190607673337,9.50942380265318 59.619435101714,9.50955979949286 59.628414525963))
0645/2025;Trolldal 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-26;2025-05-20;Gull,Kobber,Sølv;1825;Grane;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((13.4536499554833 65.5435333592069,13.5618491611837 65.5445967947769,13.5628375408633 65.5266581450701,13.4547126262271 65.5255955890011,13.4536499554833 65.5435333592069))
0646/2025;Trolldal 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-26;2025-05-20;Gull,Kobber,Sølv;1825;Grane;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;10000;1000;2;10;POLYGON ((13.4677433838147 65.5616247259689,13.5760183521631 65.5626782419071,13.5769978147991 65.5447395245058,13.4687972531802 65.5436868803516,13.4677433838147 65.5616247259689))
0647/2025;Moskodal 1;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-26;2025-05-20;Gull,Kobber,Kobolt,Sink,Sølv;5544;Nordreisa - Ráisa - Raisi;55;Troms - Romsa - Tromssa;9013146,67;9020;902;2;10;POLYGON ((21.287238031816 69.7126924427033,21.3647634061866 69.7125488695274,21.3643010962739 69.6856468595828,21.2868739756971 69.6857902263303,21.287238031816 69.7126924427033))
0648/2025;Moskodal 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2025-04-26;2025-05-20;Gull,Kobber,Kobolt,Sink,Sølv;5544;Nordreisa - Ráisa - Raisi;55;Troms - Romsa - Tromssa;9013452,18;9020;902;2;10;POLYGON ((21.3647634061866 69.7125488695274,21.4422875251593 69.7123711545594,21.4417269664227 69.685469400128,21.3643010962738 69.6856468595828,21.3647634061866 69.7125488695274))
