Rettighetsnummer;Rettighetsnavn;Rettighetstype;Rettighetshaver;Organisasjonsnummer;Status;Mottatt;Godkjent;Mineral;Kommunenummer;Kommunenavn;Fylkesnummer;Fylkesnavn;Areal_m2;Årsavgift_nok;Årsavgift_arealgrunnlag;Årsavgift_kalenderår;Årsavgift_sats;Geometri
0446/2026;Kongsberg 11;UNDERSOEKELSESRETT;EDELWEISS MINERAL EXPLORATION AS;932213680;Godkjent;2026-01-08;2026-02-04;Gull,Sølv;3314;Øvre Eiker;33;Buskerud;4323128,32;0;433;1;0;POLYGON ((9.79635185557819 59.7968445569074,9.82530504699491 59.7966660985315,9.8247166077691 59.7728278449919,9.79578405445461 59.7730061335826,9.79635185557819 59.7968445569074))
0447/2026;Kongsberg 2;UNDERSOEKELSESRETT;EDELWEISS MINERAL EXPLORATION AS;932213680;Godkjent;2026-01-08;2026-02-04;Gull,Sølv;3303;Kongsberg;33;Buskerud;10022268,48;0;1000;1;0;POLYGON ((9.59550652826874 59.6959408692989,9.63103550651814 59.6957749091296,9.63019221102195 59.6508790733012,9.59471070552419 59.6510447368829,9.59550652826874 59.6959408692989))
0448/2026;Kongsberg 3;UNDERSOEKELSESRETT;EDELWEISS MINERAL EXPLORATION AS;932213680;Godkjent;2026-01-08;2026-02-04;Gull,Sølv;3303;Kongsberg;33;Buskerud;2486898,96;0;249;1;0;POLYGON ((9.63139555392702 59.7149004390102,9.65210279613993 59.7147992590005,9.65173094262522 59.6956738062363,9.63103550651814 59.6957749091296,9.63139555392702 59.7149004390102))
0449/2026;Kongsberg 4;UNDERSOEKELSESRETT;EDELWEISS MINERAL EXPLORATION AS;932213680;Godkjent;2026-01-08;2026-02-04;Gull,Sølv;3303;Kongsberg;33;Buskerud;5397775,58;0;540;1;0;POLYGON ((9.56106868473289 59.6763816648773,9.59515685504813 59.6762315060731,9.59471070552421 59.651044736883,9.56064808548103 59.6511947451121,9.56106868473289 59.6763816648773))
0450/2026;Kongsberg 5;UNDERSOEKELSESRETT;EDELWEISS MINERAL EXPLORATION AS;932213680;Godkjent;2026-01-08;2026-02-04;Gull,Sølv;3303;Kongsberg;33;Buskerud;10022561,23;0;1000;1;0;POLYGON ((9.56039800174499 59.7212839643977,9.59595407819309 59.7211274612828,9.59515685504813 59.6762315060731,9.55964833663378 59.6763877293597,9.56039800174499 59.7212839643977))
0451/2026;Kongsberg 6;UNDERSOEKELSESRETT;EDELWEISS MINERAL EXPLORATION AS;932213680;Godkjent;2026-01-08;2026-02-04;Gull,Sølv;3334,3303;Flesberg,Kongsberg;33;Buskerud;8606616,03;0;861;1;0;POLYGON ((9.53299318442391 59.7309166397127,9.5605572330083 59.7308019257573,9.55972619236525 59.6810569524844,9.53220300337176 59.6811714391674,9.53299318442391 59.7309166397127))
0452/2026;Kongsberg 7;UNDERSOEKELSESRETT;EDELWEISS MINERAL EXPLORATION AS;932213680;Godkjent;2026-01-08;2026-02-04;Gull,Sølv;3334,3303;Flesberg,Kongsberg;33;Buskerud;10022493,32;0;1000;1;0;POLYGON ((9.56115002231347 59.766179884503,9.5967538061964 59.7660231008098,9.59595407819309 59.7211274612828,9.56039800174501 59.7212839643977,9.56115002231347 59.766179884503))
0453/2026;Kongsberg 8;UNDERSOEKELSESRETT;EDELWEISS MINERAL EXPLORATION AS;932213680;Godkjent;2026-01-08;2026-02-04;Gull,Sølv;3334;Flesberg;33;Buskerud;10022095,76;0;1000;1;0;POLYGON ((9.59755605013394 59.8109184249015,9.63320728718215 59.8107517015413,9.63235718753091 59.7658566760783,9.59675380619643 59.7660231008098,9.59755605013394 59.8109184249015))
0454/2026;Kongsberg 9;UNDERSOEKELSESRETT;EDELWEISS MINERAL EXPLORATION AS;932213680;Godkjent;2026-01-08;2026-02-04;Gull,Sølv;3334,3314;Flesberg,Øvre Eiker;33;Buskerud;9307688,17;0;931;1;0;POLYGON ((9.6871576449707 59.8508452957291,9.72570635783971 59.8506385119087,9.72486695516426 59.8120297835051,9.68636282165362 59.8122362484888,9.6871576449707 59.8508452957291))
0378/2026;Steindalen  1;UNDERSOEKELSESRETT;VIGGJA NÆRING AS;912822494;Godkjent;2026-01-09;2026-01-30;Kobber,Sølv;5059,5029;Orkland,Skaun;50;Trøndelag - Trööndelage;10015387,78;0;1000;1;0;POLYGON ((9.90503963653611 63.3288547470665,9.92999547188896 63.3286942182975,9.9276851624581 63.2569043603157,9.90279130195251 63.2570643910438,9.90503963653611 63.3288547470665))
0379/2026;Steindalen  2;UNDERSOEKELSESRETT;VIGGJA NÆRING AS;912822494;Godkjent;2026-01-09;2026-01-30;Kobber,Sølv;5059,5029;Orkland,Skaun;50;Trøndelag - Trööndelage;10015573,95;0;1000;1;0;POLYGON ((9.88002868383881 63.3272161484935,9.90498327440091 63.3270599975925,9.90273525481272 63.2552696222292,9.87784263288532 63.255425288689,9.88002868383881 63.3272161484935))
0380/2026;Steindalen  3;UNDERSOEKELSESRETT;VIGGJA NÆRING AS;912822494;Godkjent;2026-01-09;2026-01-30;Kobber,Sølv;5029;Skaun;50;Trøndelag - Trööndelage;10015203,97;0;1000;1;0;POLYGON ((9.92999547188896 63.3286942182977,9.95495098985245 63.328529323906,9.95257870810917 63.2567399775032,9.9276851624581 63.2569043603157,9.92999547188896 63.3286942182977))
0395/2026;Gjeddevann 1;UNDERSOEKELSESRETT;Mineral Holding AS;996720535;Godkjent;2026-01-12;2026-02-03;Gull;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10074753,59;0;1000;1;0;POLYGON ((29.2856037549659 69.3831254417169,29.412727171555 69.3814052349548,29.410723830124 69.3634854103952,29.2837057369389 69.3652039907844,29.2856037549659 69.3831254417169))
0396/2026;Pasvik 1;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10075000,46;0;1000;1;0;POLYGON ((29.3296185049466 69.3662984932293,29.3804292370111 69.3656087684626,29.3754985812654 69.3208079505166,29.324792861119 69.3214960481179,29.3296185049466 69.3662984932293))
0397/2026;Pasvik 10;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10073876,92;0;1000;1;0;POLYGON ((29.231786889037 69.4043736377013,29.2826909184203 69.4037123740354,29.2779530762553 69.3589086488034,29.227154485199 69.359568349972,29.231786889037 69.4043736377013))
0398/2026;Pasvik 11;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10077086,86;0;1000;1;0;POLYGON ((29.5869655300157 69.3904732424851,29.6378232160849 69.3897080711475,29.6323528109936 69.3449161798481,29.5816003065056 69.3456795446451,29.5869655300157 69.3904732424851))
0399/2026;Pasvik 12;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10075142,42;0;1000;1;0;POLYGON ((29.3860769797678 69.4166812202893,29.4370044545455 69.4159747234643,29.4319432320345 69.3711760247381,29.3811212779766 69.3718808515486,29.3860769797678 69.4166812202893))
0400/2026;Pasvik 13;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10077432,57;0;1000;1;0;POLYGON ((29.6399083555272 69.4067288770072,29.6908022214484 69.4059481227223,29.6852172348312 69.3611582393642,29.6344287022852 69.3619371492014,29.6399083555272 69.4067288770072))
0401/2026;Pasvik 14;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10075413,95;0;1000;1;0;POLYGON ((29.3811212779766 69.3718808515486,29.4319432320344 69.3711760247382,29.4269044561773 69.3263769250142,29.3761875563788 69.3270800887242,29.3811212779766 69.3718808515486))
0402/2026;Pasvik 15;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10075865,31;0;1000;1;0;POLYGON ((29.4319432320346 69.3711760247381,29.4827615946474 69.3704563260236,29.4776177877614 69.3256589243797,29.4269044561773 69.3263769250142,29.4319432320346 69.3711760247381))
0403/2026;Pasvik 16;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10075592,81;0;1000;1;0;POLYGON ((29.4370044545453 69.4159747234643,29.4879283144449 69.4152533196108,29.4827615946474 69.3704563260236,29.4319432320344 69.3711760247382,29.4370044545453 69.4159747234643))
0404/2026;Pasvik 2;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10074729,85;0;1000;1;0;POLYGON ((29.3344656427505 69.4111005511083,29.3853818529693 69.410409192413,29.3804292370111 69.3656087684626,29.3296185049467 69.3662984932293,29.3344656427505 69.4111005511083))
0405/2026;Pasvik 3;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10074279,24;0;1000;1;0;POLYGON ((29.2835459710784 69.4117770041246,29.3344656427506 69.4111005511083,29.3296185049466 69.3662984932293,29.2788043338647 69.3669733474429,29.2835459710784 69.4117770041246))
0406/2026;Pasvik 4;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10076278,31;0;1000;1;0;POLYGON ((29.4834835526559 69.3767279297073,29.5343129873693 69.3759931177236,29.529060909243 69.3311975072186,29.4783365469131 69.3319305851481,29.4834835526559 69.3767279297073))
0407/2026;Pasvik 5;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10076487,95;0;1000;1;0;POLYGON ((29.5389541677547 69.4154129114017,29.5898726864269 69.4146616634876,29.584494565815 69.3698681939658,29.5336815054578 69.3706176663793,29.5389541677547 69.4154129114017))
0408/2026;Pasvik 6;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10076004,89;0;1000;1;0;POLYGON ((29.4886534921603 69.421524866109,29.5395884657308 69.4207883128613,29.5343129873692 69.3759931177236,29.4834835526559 69.3767279297073,29.4886534921603 69.421524866109))
0409/2026;Pasvik 7;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10074548,88;0;1000;1;0;POLYGON ((29.2788043338647 69.3669733474429,29.3296185049467 69.3662984932293,29.324792861119 69.3214960481179,29.2740837241972 69.3221693101476,29.2788043338647 69.3669733474429))
0410/2026;Pasvik 8;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10074145,66;0;1000;1;0;POLYGON ((29.227154485199 69.359568349972,29.2779530762553 69.3589086488034,29.2732362370677 69.3141045430548,29.2225426182619 69.3147626881924,29.227154485199 69.359568349972))
0411/2026;Pasvik 9;UNDERSOEKELSESRETT;AURUM FUTURE MINERALS AS;933485587;Godkjent;2026-01-12;2026-02-03;Gull,Kobber,Sølv;5605;Sør-Varanger;56;Finnmark - Finnmárku - Finmarkku;10076762,4;0;1000;1;0;POLYGON ((29.5336815054577 69.3706176663793,29.584494565815 69.3698681939658,29.5791402931045 69.3250743018199,29.5284322251613 69.3258220060816,29.5336815054577 69.3706176663793))
0412/2026;Sommarset 1;UNDERSOEKELSESRETT;Aurum Green Energy AS;933485552;Godkjent;2026-01-12;2026-02-03;REE,Uran;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;2000000;0;200;1;0;POLYGON ((16.0801336146958 68.0784111714626,16.1041311155256 68.0782525772691,16.1032737126987 68.0603174062048,16.0792948379877 68.0604758576337,16.0801336146958 68.0784111714626))
0386/2026;Froland 1;UNDERSOEKELSESRETT;United Minerals AS;935249562;Godkjent;2026-01-14;2026-02-02;Niob,REE,Tantal;4216,4214;Birkenes,Froland;42;Agder;10035201,31;0;1000;1;0;POLYGON ((8.44126304405719 58.6075594326892,8.47568220942961 58.607704349968,8.47635337765972 58.5628000932393,8.4419782661363 58.5626554297035,8.44126304405719 58.6075594326892))
0387/2026;Froland 2;UNDERSOEKELSESRETT;United Minerals AS;935249562;Godkjent;2026-01-14;2026-02-02;Niob,REE,Tantal;4214;Froland;42;Agder;10034859,54;0;1000;1;0;POLYGON ((8.47568220942961 58.607704349968,8.51010170199395 58.6078400567934,8.51072881498935 58.5629355624465,8.47635337765972 58.5628000932393,8.47568220942961 58.607704349968))
0388/2026;Froland 3;UNDERSOEKELSESRETT;United Minerals AS;935249562;Godkjent;2026-01-14;2026-02-02;Niob,REE,Tantal;4214;Froland;42;Agder;10034517,77;0;1000;1;0;POLYGON ((8.51010170199395 58.6078400567934,8.54452150027624 58.6079665529919,8.54510455674202 58.5630618371529,8.51072881498931 58.5629355624465,8.51010170199395 58.6078400567934))
0389/2026;Froland 4;UNDERSOEKELSESRETT;United Minerals AS;935249562;Godkjent;2026-01-14;2026-02-02;Niob,REE,Tantal;4214;Froland;42;Agder;10034176,01;0;1000;1;0;POLYGON ((8.54452150027624 58.6079665529919,8.57894158280122 58.6080838384026,8.57948058153348 58.5631789171979,8.54510455674202 58.5630618371529,8.54452150027624 58.6079665529919))
0390/2026;Froland 5;UNDERSOEKELSESRETT;United Minerals AS;935249562;Godkjent;2026-01-14;2026-02-02;Niob,REE,Tantal;4214;Froland;42;Agder;10034258,64;0;1000;1;0;POLYGON ((8.54510455674203 58.5630618371529,8.57948058153348 58.5631789171979,8.58001794492778 58.5182736768291,8.54568584421094 58.5181568016255,8.54510455674203 58.5630618371529))
0391/2026;Froland 6;UNDERSOEKELSESRETT;United Minerals AS;935249562;Godkjent;2026-01-14;2026-02-02;Niob,REE,Tantal;4214;Froland;42;Agder;10034600,85;0;1000;1;0;POLYGON ((8.51072881498935 58.5629355624464,8.54510455674203 58.5630618371529,8.54568584421095 58.5181568016255,8.51135402533592 58.5180307478458,8.51072881498935 58.5629355624464))
0392/2026;Froland 7;UNDERSOEKELSESRETT;United Minerals AS;935249562;Godkjent;2026-01-14;2026-02-02;Niob,REE,Tantal;4214;Froland;42;Agder;10034943,07;0;1000;1;0;POLYGON ((8.47635337765972 58.5628000932393,8.51072881498934 58.5629355624464,8.51135402533591 58.5180307478458,8.47702250959654 58.5178955156499,8.47635337765972 58.5628000932393))
0393/2026;Hitterdalen 1;UNDERSOEKELSESRETT;United Minerals AS;935249562;Godkjent;2026-01-14;2026-02-02;Niob,REE,Tantal;5025;Rosse - Røros;50;Trøndelag - Trööndelage;10003555,99;0;1000;1;0;POLYGON ((11.4926339222974 62.6184519435381,11.5899773202423 62.6166849871348,11.5884145411345 62.5987517404491,11.4911297286311 62.6005173495019,11.4926339222974 62.6184519435381))
0394/2026;Hitterdalen 2;UNDERSOEKELSESRETT;United Minerals AS;935249562;Godkjent;2026-01-14;2026-02-02;Niob,REE,Tantal;5025;Rosse - Røros;50;Trøndelag - Trööndelage;10002803,14;0;1000;1;0;POLYGON ((11.5899773202423 62.6166849871348,11.6873073383498 62.6148504293485,11.6856859998766 62.5969185813915,11.5884145411344 62.5987517404491,11.5899773202423 62.6166849871348))
0428/2026;Kongsberg 4;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Kobolt,Sink,Sølv;3303,3314;Kongsberg,Øvre Eiker;33;Buskerud;10021266,91;0;1000;1;0;POLYGON ((9.67762104886539 59.6712967181504,9.76637590847966 59.670808384869,9.7659662724468 59.652850536981,9.67725884382436 59.6533385210804,9.67762104886539 59.6712967181504))
0429/2026;Kongsberg 5;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Kobolt,Sink,Sølv;3303,3314;Kongsberg,Øvre Eiker;33;Buskerud;3006544,8;0;301;1;0;POLYGON ((9.64246195103197 59.6894335181475,9.67798370804569 59.6892548643617,9.67771167105368 59.6757862594707,9.6422041644828 59.6759648173984,9.64246195103197 59.6894335181475))
0430/2026;Kongsberg 6;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Kobolt,Sink,Sølv;3334,3303,3314;Flesberg,Kongsberg,Øvre Eiker;33;Buskerud;10021789,46;0;1000;1;0;POLYGON ((9.61138520178729 59.7434613485956,9.70033259025625 59.7430174259511,9.69995717037061 59.725059512118,9.61105745522807 59.72550311688,9.61138520178729 59.7434613485956))
0431/2026;Kongsberg 7;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Kobolt,Sink,Sølv;3334;Flesberg;33;Buskerud;10021762,7;0;1000;1;0;POLYGON ((9.61171336012734 59.7614195297687,9.70070848180519 59.7609752889007,9.70033259025625 59.7430174259511,9.61138520178728 59.7434613485956,9.61171336012734 59.7614195297687))
0432/2026;Kongsberg 8;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Kobolt,Sink,Sølv;3334;Flesberg;33;Buskerud;3758091;0;376;1;0;POLYGON ((9.64752899341916 59.7724728238068,9.70094365390997 59.7721989274118,9.70070848180517 59.7609752889007,9.64731173917642 59.7612490626193,9.64752899341916 59.7724728238068))
0433/2026;Håfjell 2;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Sink,Sølv,Thorium;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;0;1000;1;0;POLYGON ((16.7448066297763 68.3848680139479,16.7934334775352 68.3843531795397,16.7899023078894 68.3395304514133,16.7413710839454 68.3400441157943,16.7448066297763 68.3848680139479))
0434/2026;Håfjell 3;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Sink,Sølv,Thorium;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;0;1000;1;0;POLYGON ((16.6961774380317 68.3853687030792,16.7448066297763 68.3848680139479,16.7413710839454 68.3400441157943,16.6928375304952 68.3405436669946,16.6961774380317 68.3853687030792))
0435/2026;Håfjell 4;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Sink,Sølv,Thorium;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;0;1000;1;0;POLYGON ((16.6475459674451 68.3858552457562,16.6961774380317 68.3853687030792,16.6928375304952 68.3405436669946,16.6443017122806 68.3410291038438,16.6475459674451 68.3858552457562))
0436/2026;Håfjell 5;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Sink,Sølv,Thorium;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9000000;0;900;1;0;POLYGON ((16.6981882134522 68.4122635710756,16.7712174902512 68.4115061982065,16.7691203507247 68.3846123648285,16.6961774380317 68.3853687030792,16.6981882134522 68.4122635710756))
0437/2026;Håfjell 6;UNDERSOEKELSESRETT;ELEMENT29 AS;931710508;Godkjent;2026-01-15;2026-02-03;Bly,Gull,Kobber,Sink,Sølv,Thorium;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9000000;0;900;1;0;POLYGON ((16.7934334775352 68.3843531795397,16.8663692117464 68.3835544081906,16.8641625914733 68.3566619007971,16.7913129748757 68.3574595821649,16.7934334775352 68.3843531795397))
0441/2026;Venna 55;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-04;Bly,Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;5035;Stjørdal;50;Trøndelag - Trööndelage;10006074,49;0;1000;1;0;POLYGON ((11.1211892352134 63.4234217489134,11.2212798966363 63.4219013027941,11.2198921308131 63.403965266327,11.1198638850731 63.4054845287459,11.1211892352134 63.4234217489134))
0442/2026;Venna 56;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-04;Bly,Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;5035;Stjørdal;50;Trøndelag - Trööndelage;10005574,86;0;1000;1;0;POLYGON ((11.2212798966363 63.4219013027941,11.2613127739441 63.4212735153535,11.2577846797324 63.3764345281812,11.2178141355588 63.3770610949899,11.2212798966363 63.4219013027941))
0438/2026;Gjerdalen 43;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-04;Kobber,Molybden,REE,Uran,Zirkonium;1845;Sørfold;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;0;1000;1;0;POLYGON ((16.1112439706449 67.5644960885894,16.2286177912809 67.5636496860143,16.2276878984593 67.5457141701756,16.1104028666224 67.546559824739,16.1112439706449 67.5644960885894))
0439/2026;Gjerdalen 44;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-04;Kobber,Molybden,REE,Uran,Zirkonium;1845;Sørfold;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;0;1000;1;0;POLYGON ((16.0655028296651 67.5917156062856,16.1125082227333 67.5914003997729,16.1104028666224 67.546559824739,16.0634863866764 67.5468743349374,16.0655028296651 67.5917156062856))
0440/2026;Gjerdalen 45;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-04;Kobber,Molybden,REE,Uran,Zirkonium;1845;Sørfold;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;0;1000;1;0;POLYGON ((16.018496106234 67.5920172093507,16.0655028296651 67.5917156062856,16.0634863866764 67.5468743349374,16.0165685842976 67.5471752717219,16.018496106234 67.5920172093507))
0461/2026;Verdal 11;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5038;Verdal;50;Trøndelag - Trööndelage;10057375,46;0;1000;1;0;POLYGON ((12.078579919164 63.7740971859987,12.1790004985793 63.7760963332548,12.1807821477697 63.7582501203315,12.0766270369392 63.7561744519115,12.078579919164 63.7740971859987))
0462/2026;Verdal 12;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5038;Verdal;50;Trøndelag - Trööndelage;8841877,07;0;885;1;0;POLYGON ((12.0802907967278 63.7897795223495,12.1814934598213 63.7917898311764,12.1830521276202 63.7761755199899,12.078579919164 63.7740971859987,12.0802907967278 63.7897795223495))
0463/2026;Verdal 13;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5038;Verdal;50;Trøndelag - Trööndelage;9970981,11;0;998;1;0;POLYGON ((12.0784377758412 63.807675786505,12.179704249379 63.8096897517499,12.1814934598213 63.7917898311764,12.0802907967278 63.7897795223495,12.0784377758412 63.807675786505))
0464/2026;Verdal 14;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5038;Verdal;50;Trøndelag - Trööndelage;8749812,66;0;875;1;0;POLYGON ((11.9789663530303 63.7919072587014,12.0802907967279 63.7897795223495,12.0785799147436 63.7740972287253,11.9773114575925 63.7762234637127,11.9789663530303 63.7919072587014))
0465/2026;Verdal 15;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5038;Verdal;50;Trøndelag - Trööndelage;8750452,61;0;876;1;0;POLYGON ((11.8776250732207 63.7939639274077,11.9789663530303 63.7919072587014,11.9773114575925 63.7762234637127,11.8760262829085 63.7782787182707,11.8776250732207 63.7939639274077))
0466/2026;Verdal 16;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5038;Verdal;50;Trøndelag - Trööndelage;10000890,33;0;1000;1;0;POLYGON ((11.8265374997514 63.6894469406425,11.9275099000605 63.6874280398353,11.9256599044808 63.6695026060198,11.8247511014481 63.6715199248312,11.8265374997514 63.6894469406425))
0467/2026;Verdal 17;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5038;Verdal;50;Trøndelag - Trööndelage;10000904,54;0;1000;1;0;POLYGON ((11.8247511014481 63.6715199248311,11.9256599044808 63.6695026060198,11.9238125294213 63.6515770976376,11.8229672339778 63.6535928364468,11.8247511014481 63.6715199248311))
0468/2026;Verdal 18;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5038;Verdal;50;Trøndelag - Trööndelage;10000918,76;0;1000;1;0;POLYGON ((11.8229672339778 63.6535928364468,11.9238125294213 63.6515770976376,11.9219677695698 63.6336515147272,11.8211858922091 63.6356656755239,11.8229672339778 63.6535928364468))
0469/2026;Verdal 19;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5034,5038;Meråker,Verdal;50;Trøndelag - Trööndelage;10000932,99;0;1000;1;0;POLYGON ((11.8211858922091 63.6356656755239,11.9219677695698 63.6336515147272,11.9201256196284 63.6157258573271,11.8194070710243 63.617738442097,11.8211858922091 63.6356656755239))
0470/2026;Verdal 20;UNDERSOEKELSESRETT;TEAKO MINERALS NORWAY AS;931558854;Godkjent;2026-01-15;2026-02-09;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5038;Verdal;50;Trøndelag - Trööndelage;10000192,46;0;1000;1;0;POLYGON ((11.9238125294213 63.6515770976376,12.0246414798696 63.6494907184433,12.0227333350463 63.6315667686099,11.9219677695698 63.6336515147272,11.9238125294213 63.6515770976376))
